CHAR,DIALOG,NAME,_ID,RUNTIMEINMINUTES,ACADEMYAWARDNOMINATIONS,ACADEMYAWARDWINS,RELEASE_YEAR,DIA_LGTH,IMDB,METASCORE,DESCRIPTION
GANDALF,Look to my coming at first light on the fifth day. At dawn......Iook to the east.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,81,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
STRIDER,"These are for you.     Keep them close, I'm going to have a look round, Stay here",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,81,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GANDALF,"Yes. I never told him, but its worth was greater than     the value of The Shire!",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,81,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GIMLI,"The dead?     Summoned? I knew that! Huh. Huh. , Very good. Very good. , Legolas!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,81,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GOLLUM,"Naughty little fly. Why does he cry? ,Caught in a web. Soon     you'll be eaten.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,80,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
DENETHOR,I will not yield the River and Pellenor unfought. Osgiliath must be     retaken.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,80,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,Make haste across the Riddermark. Summon every able-bodied man to     Dunharrow.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,80,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARAGORN,"Every hour lost hastens Gondor's defeat. , We have until dawn then we must ride.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,80,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GIMLI,"Bad idea!  Very handy in a tight spot these lads, despite the fact they're dead.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,80,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GIMLI,"Horse men! I wish I could muster an army of Dwarves, fully armed and     filthy.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,80,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,The mightiest man may be slain by one arrow and Boromir was pierced by     many.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,80,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
MERRY,Did you hear that?There it is again.Something's not right here.Not right at all.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,80,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GANDALF,Until at last I threw downmy enemy......and smote his ruinupon the mountainside.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,80,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,"They are young.They are tender. They are nice.Yes, they are. Eat them. Eat them!",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,80,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,"What do you know about it?Nothing! ,I'm sorry, Sam. I don't knowwhy I said that.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,80,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MADRIL,"We pulled 500 men at Osgiliath. If their city is attacked, we won't hold     it.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,80,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
BILBO,"Yes, yes, it's all in hand. All the arrangements are     made. , Oh, thank you.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,79,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
SAURON VOICE,"You cannot hide! ,I see you!    ,There     is no life in the void , Only death!",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,79,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GANDALF,I am Gandalf the White.And I come back to you now......at the turn of the tide.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,79,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
PIPPIN,Why are there so few of youwhen you have lived so long? Are there Ent children?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,79,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MORWEN,Listen to me. You must ride to Edorasand raise the alarm. Do you understand me?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,79,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,"I don't usually hold with foreign food.....but this Elvish stuff, it's not bad.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,79,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,"Mr Frodo, look. ,  There is light and beauty up there that no shadow can touch.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,79,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SMEAGOL,No! No! Never! Smeagol hates nasty Hobbitses. Smeagol wants to see them'. Dead!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,79,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GOLLUM,"And we will! Smeagol did it once, he can do it again!     ,     Its ours! Ours!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,79,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,"Gandalf! ,     Gandalf! Denethor has lost his mind. He's burning Faramir alive!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,79,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GOLLUM,"Wake up! , Wake up!     ,Wake up sleepies! We must go, yes, we must go at once.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,79,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
BOROMIR,"and if we fail what then ? , What happens when Sauron takes back what is his ?",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,78,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
ARAGORN,Is there no other way for the women      and children to get out of the caves?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,78,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
TREEBEARD,Many of these trees were my friends. Creatures I had known from nut and acorn.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,78,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,Master says to show himthe way into Mordor.So good Smeagol doesmaster says so.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,78,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,"He was twitching......because he's got my axe ,embedded in his nervous system!",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,78,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
HAMA,Do not burden yourself with treasures. Take only what provisions you     need.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,78,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,No! We won't go back.Not there. Not to him.They can't make us. Gollum! Gollum!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,78,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,Half the Shire's been invited.     And the rest of them are turning up anyway.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,78,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
DENETHOR,"I release you from my service. ,Go now and die and what way seems best to you.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,78,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GIMLI,Agh! Let them come There's one dwarf yet in Moria who     still draws breath.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,77,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
STRIDER,He's passing into the Shadow world. He'll soon become a wraith     like them.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,77,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GOLLUM,Careful master! Careful. Very far to fall. Very dangerous are the     stairs.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,77,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
LEGOLAS,"I feel something. , A slight tingle in my fingers. I think it's affecting me.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,77,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
MERRY,All my friends have gone to battle. I would be ashamed to be left     behind.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,77,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GIMLI,You might as well accept it. We're going with you laddie. Aragorn     smiles.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,77,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,(looking back out to Mordor) All our hopes now lie with two little Hobbits...,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,77,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,"That there's some good in this world, Mr. Frodo. And it's worth fighting for.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,77,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GANDALF,The courtesy of your hall is somewhat lessened of late......Theoden     King.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,77,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
BILBO,"Frodo, any chance of seeing that old Ring of mine again? The one I gave you?",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,76,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GALADRIEL,For the time will soon come when Hobbits will shape the     fortunes of all.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,76,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
THEODEN,Get the wounded on horses.The wolves of lsengard will return.Leave the dead.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,76,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
BOROMIR,Leaves more time for drinking!     Break out the ale! These men are thirsty!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,76,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,Et E'rello Endorenna ut'lien. Sinome maruvan ar Hildinyar tenn' Ambar-metta!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,76,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARAGORN,"Let the Lord of the Black Land come forth! ,  Let justice be done upon him!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,75,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
WITCH KING,Send forth all legions. Do not stop the attack until the city is     taken.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,75,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,I wish the Ring had never come to me. I wish none of     this had happened.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,75,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
LEGOLAS,Have you     heard nothing Lord Elrond has said? The Ring must be destroyed,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,75,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
URUK-HAI,I'm starving.We ain't had nothing but maggoty breadfor three stinking days.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,75,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SARUMAN,Cuiva nwalca Carnirasse; Nai yarvaxea rasselya; taltuva     notto-carinnar!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,75,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GANDALF,Do not regret your decision to leave him.Frodo must finish this task alone.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,75,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,This my friend is the home of my cousin Balin and they call     it a Mine!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,74,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
TREEBEARD,Bru-ra-hroom.There have been no Entingsfor a terrible long count of years.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,74,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GANDALF,Theoden......son of Thengel......too long have you sat in     the Shadows.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,74,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
THEODEN,"I go to my fathers, in whose mighty company; I shall not now feel ashamed.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,74,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,"Get off of me! ,  Nobody pushes me you filthy maggot!    ,  Get off of me!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,74,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
MERRY,We're under orders from Treebeard who's taken over management of Isengard.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,74,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARAGORN,"In one thing you have not changeddear friend.,You still speak in riddles.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,73,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MERRY,"I'm ready! , Sorry. It isn't all that dangerous. It's not     even sharp.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,73,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
DENETHOR,This is how you would serve your city? You would risk its utter     ruin?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,73,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ELROND,Never     before has anyone uttered words of that tongue here in Imladris,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,73,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GALADRIEL,"Victory was near. , But the     power of the Ring , could not be undone.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,72,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GANDALF,"It reads ""The Doors of Durin, Lord of Moria, Speak Friend     and Enter""",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,72,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
EOMER,Too long have you watched my sister.Too long have you haunted her steps.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,72,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GANDALF,"Yes, there it lies. This city has dwelt ever in the sight of its shadow.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,72,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ELROND,"Arwen. ,Tollen i l'. I chair gwannar     na Valannor. Si bado, no c'rar.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,72,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,"I know, Mr. Frodo.I doubt even these Elvish cloakswill hide us in there.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,72,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
TREEBEARD,Away with you.You should not be waking.Eat earth. Dig deep. Drink water.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,72,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
THEODEN,"I have fought many wars, Master Dwarf. I know how to defend my own keep.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,72,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,"He's trying to trick us.If we let him go, he'll throttle usin our sleep.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,72,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,"I have to destroy it Smeagol. , I have to destroy it for both our sakes.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,72,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,There was no lie in Pippin's eyes. A fool but an honest fool he remains.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,72,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SMEAGOL,"Gollum' Gollum' Gollum' , and we wept precious. We wept to be so alone.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,71,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
LEGOLAS,That is one of the Mearas......unless my eyes are cheatedby some spell.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,71,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,"We set out to save the Shire Sam and it has been saved, but not for me.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,71,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,"And gladly, I accept it. ,     You shall be Meriadoc, esquire of Rohan.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,71,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARAGORN,He's trying to bring down the mountain! Gandalf! We must     turn back!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,71,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GANDALF,"Guard of the Citadel indeed! , Now back up the hill     quickly. Quick!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,71,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,"Hmm hmm hmm hmm, Down from the door where it began, hmm     hmm hmm hmm",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,71,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
ROHAN STABLEMAN,"That horse is half mad, my lord. There's nothing you can do. Leave him.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,71,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SMEAGOL,"Come on, Hobbits. Long ways to go yet. , Smeagol will show you the way.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,71,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SOLDIERS,"Keep going. It's the Nazgul. Take cover my lord.    ,     It's coming.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,70,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
DENETHOR,"And why should your songs be unfit for my halls? Come, sing me a song.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,70,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,Tonight we remember those who gave their blood to defend this country.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,70,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,"It's too late.  It's over.  They've taken it Sam,  they took the Ring!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,70,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,"Ride now, ride now! Ride! Ride for ruin and the world's ending! DEATH!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,70,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,"Oh, yes. It's a quality establishment. I hear the staff are very good.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,70,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GANDALF,"Authority is not given to you to deny the return of the King, steward.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,70,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,We're friends of Gandalf the Grey. Can you tell him we've     arrived?,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,70,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
FRODO,"I think a servant of the enemy would look fairer, but feel     fouler.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,70,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
BILBO,"Oh, pity. (He sighs.) I would have like to have held it one last time.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,70,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
